body,body_attempts,clinch,clinch_attempts,date,distance,distance_attempts,fight_id,ground,ground_attempts,head,head_attempts,kd,leg,leg_attempts,location,method,name,pass,referee,reversals,round,sig_attempts,sig_strikes,strike_attempts,strikes,sub_attempts,takedowns,td_attempts,title,win/loss
9,10,11,15,"April 08, 2017",37,77,220,5,7,43,88,1,1,1,"Buffalo, New York, USA",Decision,Jan Blachowicz,0,John McCarthy,0,3,99,53,115,68,0,1,2,UFC 210: Cormier vs. Johnson 2,L
0,0,0,0,"April 08, 2017",4,7,221,4,5,7,11,1,1,1,"Buffalo, New York, USA",KO/TKO,Gregor Gillespie,1,Dan Miragliotta,0,1,12,8,13,9,0,0,0,UFC 210: Cormier vs. Johnson 2,W
1,1,0,0,"April 08, 2017",4,9,221,0,0,3,8,0,0,0,"Buffalo, New York, USA",KO/TKO,Andrew Holbrook,0,Dan Miragliotta,0,1,9,4,9,4,0,0,0,UFC 210: Cormier vs. Johnson 2,L
10,20,0,0,"April 08, 2017",41,142,222,0,0,13,99,0,18,23,"Buffalo, New York, USA",Decision,Josh Emmett,0,Keith Peterson,0,3,142,41,144,43,0,0,1,UFC 210: Cormier vs. Johnson 2,L
2,5,0,0,"April 08, 2017",54,121,222,3,3,51,113,0,4,6,"Buffalo, New York, USA",Decision,Desmond Green,0,Keith Peterson,0,3,124,57,135,66,0,1,2,UFC 210: Cormier vs. Johnson 2,W
27,51,5,10,"April 08, 2017",100,263,223,0,0,47,185,0,31,37,"Buffalo, New York, USA",Decision,Katlyn Chookagian,0,Todd Anderson,0,3,273,105,274,106,0,0,11,UFC 210: Cormier vs. Johnson 2,W
9,14,6,12,"April 08, 2017",78,211,223,0,0,47,169,0,28,40,"Buffalo, New York, USA",Decision,Irene Aldana,0,Todd Anderson,0,3,223,84,224,85,0,0,0,UFC 210: Cormier vs. Johnson 2,L
2,4,0,0,"April 08, 2017",7,28,224,3,3,7,26,0,1,1,"Buffalo, New York, USA",Decision,Jenel Lausa,0,John McCarthy,0,3,31,10,56,31,0,0,0,UFC 210: Cormier vs. Johnson 2,L
10,19,4,7,"April 08, 2017",16,58,224,31,50,36,89,0,5,7,"Buffalo, New York, USA",Decision,Magomed Bibulatov,9,John McCarthy,0,3,115,51,165,94,0,2,7,UFC 210: Cormier vs. Johnson 2,W
0,1,0,0,"March 18, 2017",6,13,225,0,0,5,11,1,1,1,"London, England, United Kingdom",KO/TKO,Jimi Manuwa,0,Leon Roberts,0,1,13,6,13,6,0,0,0,UFC Fight Night: Manuwa vs. Anderson,W
0,1,1,1,"March 18, 2017",5,26,225,0,0,4,24,0,2,2,"London, England, United Kingdom",KO/TKO,Corey Anderson,0,Leon Roberts,0,1,27,6,27,6,0,0,3,UFC Fight Night: Manuwa vs. Anderson,L
1,2,1,1,"March 18, 2017",3,13,226,4,4,7,16,0,0,0,"London, England, United Kingdom",Submission,Gunnar Nelson,5,Marc Goddard,0,2,18,8,28,17,1,1,2,UFC Fight Night: Manuwa vs. Anderson,W
2,7,0,0,"March 18, 2017",17,33,226,0,0,6,17,0,9,9,"London, England, United Kingdom",Submission,Alan Jouban,0,Marc Goddard,0,2,33,17,33,17,0,0,0,UFC Fight Night: Manuwa vs. Anderson,L
4,7,1,1,"March 18, 2017",38,100,227,12,12,42,93,0,5,13,"London, England, United Kingdom",KO/TKO,Brad Pickett,2,Grant Waterman,0,3,113,51,132,65,0,2,4,UFC Fight Night: Manuwa vs. Anderson,L
9,24,5,8,"March 18, 2017",59,131,227,3,4,39,96,1,19,23,"London, England, United Kingdom",KO/TKO,Marlon Vera,0,Grant Waterman,0,3,143,67,149,72,0,0,0,UFC Fight Night: Manuwa vs. Anderson,W
5,8,2,7,"March 18, 2017",16,48,228,14,19,27,64,0,0,2,"London, England, United Kingdom",Decision,Arnold Allen,6,Neil Hall,0,3,74,32,118,75,1,3,6,UFC Fight Night: Manuwa vs. Anderson,W
2,5,0,1,"March 18, 2017",13,41,228,4,4,15,41,0,0,0,"London, England, United Kingdom",Decision,Makwan Amirkhani,3,Neil Hall,1,3,46,17,65,32,3,4,12,UFC Fight Night: Manuwa vs. Anderson,L
9,14,1,1,"March 18, 2017",43,152,229,7,8,39,143,0,3,4,"London, England, United Kingdom",Decision,Joe Duffy,2,Marc Goddard,1,3,161,51,172,61,0,0,0,UFC Fight Night: Manuwa vs. Anderson,W
7,9,5,6,"March 18, 2017",22,56,229,1,1,20,50,0,1,4,"London, England, United Kingdom",Decision,Reza Madadi,0,Marc Goddard,0,3,63,28,71,34,0,2,12,UFC Fight Night: Manuwa vs. Anderson,L
7,9,14,20,"March 18, 2017",16,50,230,1,3,13,47,0,11,17,"London, England, United Kingdom",Decision,Darren Stewart,0,Leon Roberts,0,3,73,31,102,55,0,1,5,UFC Fight Night: Manuwa vs. Anderson,L
8,10,10,18,"March 18, 2017",17,41,230,1,3,14,45,0,6,7,"London, England, United Kingdom",Decision,Francimar Barroso,0,Leon Roberts,0,3,62,28,82,46,0,7,12,UFC Fight Night: Manuwa vs. Anderson,W
19,21,19,22,"March 18, 2017",35,71,231,0,0,25,61,0,10,11,"London, England, United Kingdom",Decision,Daniel Omielanczuk,0,Marc Goddard,0,3,93,54,136,94,0,0,2,UFC Fight Night: Manuwa vs. Anderson,L
4,6,26,35,"March 18, 2017",21,62,231,5,7,29,73,0,19,25,"London, England, United Kingdom",Decision,Tim Johnson,1,Marc Goddard,0,3,104,52,168,102,0,1,5,UFC Fight Night: Manuwa vs. Anderson,W
12,17,8,12,"March 18, 2017",44,86,232,1,4,38,81,0,3,4,"London, England, United Kingdom",Decision,Leon Edwards,1,Grant Waterman,0,3,102,53,135,77,0,3,12,UFC Fight Night: Manuwa vs. Anderson,W
7,9,2,2,"March 18, 2017",21,41,232,1,1,13,30,0,4,5,"London, England, United Kingdom",Decision,Vicente Luque,3,Grant Waterman,0,3,44,24,64,44,0,2,7,UFC Fight Night: Manuwa vs. Anderson,L
2,2,0,0,"March 18, 2017",6,7,233,0,0,2,3,1,2,2,"London, England, United Kingdom",KO/TKO,Marc Diakiese,0,,0,1,7,6,7,6,0,0,0,UFC Fight Night: Manuwa vs. Anderson,W
1,1,0,0,"March 18, 2017",1,1,233,0,0,0,0,0,0,0,"London, England, United Kingdom",KO/TKO,Teemu Packalen,0,,0,1,1,1,1,1,0,0,0,UFC Fight Night: Manuwa vs. Anderson,L
12,21,5,7,"March 18, 2017",65,166,234,2,2,42,126,1,18,28,"London, England, United Kingdom",Decision,Bradley Scott,0,Grant Waterman,0,3,175,72,177,74,0,0,0,UFC Fight Night: Manuwa vs. Anderson,W
21,32,2,4,"March 18, 2017",84,191,234,0,0,54,149,0,11,14,"London, England, United Kingdom",Decision,Scott Askham,1,Grant Waterman,0,3,195,86,195,86,0,1,3,UFC Fight Night: Manuwa vs. Anderson,L
26,35,30,41,"March 18, 2017",45,98,235,5,5,42,96,0,12,13,"London, England, United Kingdom",Decision,Lina Lansberg,0,Neil Hall,0,3,144,80,162,96,0,1,7,UFC Fight Night: Manuwa vs. Anderson,W
20,25,30,35,"March 18, 2017",68,168,235,1,1,77,177,0,2,2,"London, England, United Kingdom",Decision,Lucie Pudilova,0,Neil Hall,0,3,204,99,277,163,0,0,2,UFC Fight Night: Manuwa vs. Anderson,L
5,6,0,0,"March 11, 2017",10,28,236,0,0,5,22,0,0,0,"Fortaleza, Ceara, Brazil",Overturned,Vitor Belfort,0,John McCarthy,0,1,28,10,28,10,0,0,0,UFC Fight Night: Belfort vs. Gastelum,NC
0,0,0,0,"March 11, 2017",13,31,236,13,18,25,48,2,1,1,"Fortaleza, Ceara, Brazil",Overturned,Kelvin Gastelum,1,John McCarthy,0,1,49,26,49,26,0,0,0,UFC Fight Night: Belfort vs. Gastelum,NC
16,20,0,2,"March 11, 2017",94,171,237,0,0,68,140,2,10,13,"Fortaleza, Ceara, Brazil",KO/TKO,Mauricio Rua,0,Mario Yamasaki,0,3,173,94,174,94,0,2,3,UFC Fight Night: Belfort vs. Gastelum,W
3,4,0,0,"March 11, 2017",55,151,237,0,0,48,143,0,4,4,"Fortaleza, Ceara, Brazil",KO/TKO,Gian Villante,0,Mario Yamasaki,0,3,151,55,151,55,0,0,1,UFC Fight Night: Belfort vs. Gastelum,L
13,17,0,0,"March 11, 2017",29,81,238,1,1,13,61,1,4,4,"Fortaleza, Ceara, Brazil",KO/TKO,Edson Barboza,0,Osiris Maia,0,2,82,30,83,31,0,0,0,UFC Fight Night: Belfort vs. Gastelum,W
10,15,3,5,"March 11, 2017",48,116,238,0,0,31,94,0,10,12,"Fortaleza, Ceara, Brazil",KO/TKO,Beneil Dariush,0,Osiris Maia,0,2,121,51,121,51,0,0,2,UFC Fight Night: Belfort vs. Gastelum,L
8,9,7,8,"March 11, 2017",23,53,239,0,1,14,44,0,8,9,"Fortaleza, Ceara, Brazil",Decision,Jussier Formiga,1,Mario Yamasaki,0,3,62,30,77,44,0,0,3,UFC Fight Night: Belfort vs. Gastelum,L
12,17,14,21,"March 11, 2017",7,50,239,15,17,22,68,0,2,3,"Fortaleza, Ceara, Brazil",Decision,Ray Borg,1,Mario Yamasaki,1,3,88,36,105,53,0,0,6,UFC Fight Night: Belfort vs. Gastelum,W
15,20,1,2,"March 11, 2017",40,89,240,2,4,20,67,0,8,8,"Fortaleza, Ceara, Brazil",Decision,Bethe Correia,1,Camila Albuquerque,0,3,95,43,128,68,0,2,4,UFC Fight Night: Belfort vs. Gastelum,D
11,12,8,9,"March 11, 2017",35,89,240,32,34,58,111,0,6,9,"Fortaleza, Ceara, Brazil",Decision,Marion Reneau,4,Camila Albuquerque,0,3,132,75,236,153,0,0,0,UFC Fight Night: Belfort vs. Gastelum,D
1,1,6,8,"March 11, 2017",2,7,241,4,9,6,17,0,5,6,"Fortaleza, Ceara, Brazil",Submission,Alex Oliveira,1,John McCarthy,0,2,24,12,31,18,1,6,11,UFC Fight Night: Belfort vs. Gastelum,W
1,1,5,5,"March 11, 2017",0,2,241,4,5,8,11,0,0,0,"Fortaleza, Ceara, Brazil",Submission,Tim Means,1,John McCarthy,0,2,12,9,41,34,0,0,1,UFC Fight Night: Belfort vs. Gastelum,L
6,7,5,6,"March 11, 2017",15,47,242,5,6,19,52,0,0,0,"Fortaleza, Ceara, Brazil",Submission,Francisco Trinaldo,0,Mario Yamasaki,0,2,59,25,65,30,1,0,1,UFC Fight Night: Belfort vs. Gastelum,L
6,7,3,3,"March 11, 2017",12,36,242,0,4,9,36,0,0,0,"Fortaleza, Ceara, Brazil",Submission,Kevin Lee,3,Mario Yamasaki,0,2,43,15,52,23,1,1,8,UFC Fight Night: Belfort vs. Gastelum,W
13,20,0,0,"March 11, 2017",39,93,243,0,0,24,71,0,2,2,"Fortaleza, Ceara, Brazil",Decision,Sergio Moraes,0,Osiris Maia,0,3,93,39,93,39,0,0,0,UFC Fight Night: Belfort vs. Gastelum,W
7,17,0,0,"March 11, 2017",35,122,243,0,0,21,97,0,7,8,"Fortaleza, Ceara, Brazil",Decision,Davi Ramos,0,Osiris Maia,0,3,122,35,122,35,0,0,1,UFC Fight Night: Belfort vs. Gastelum,L
13,20,4,9,"March 11, 2017",55,206,244,0,0,41,190,0,5,5,"Fortaleza, Ceara, Brazil",Decision,Rani Yahya,1,Camila Albuquerque,0,3,215,59,221,65,0,1,11,UFC Fight Night: Belfort vs. Gastelum,L
4,6,3,4,"March 11, 2017",36,93,244,15,16,49,106,0,1,1,"Fortaleza, Ceara, Brazil",Decision,Joe Soto,6,Camila Albuquerque,0,3,113,54,176,98,2,1,1,UFC Fight Night: Belfort vs. Gastelum,W
0,0,12,19,"March 11, 2017",4,7,245,8,8,24,34,0,0,0,"Fortaleza, Ceara, Brazil",Submission,Michel Prazeres,2,John McCarthy,0,1,34,24,45,34,1,2,3,UFC Fight Night: Belfort vs. Gastelum,W
0,0,0,0,"March 11, 2017",1,1,245,0,0,0,0,0,1,1,"Fortaleza, Ceara, Brazil",Submission,Joshua Burkman,0,John McCarthy,0,1,1,1,1,1,0,0,1,UFC Fight Night: Belfort vs. Gastelum,L
3,5,0,0,"March 11, 2017",11,26,246,7,10,14,30,1,1,1,"Fortaleza, Ceara, Brazil",Decision,Rony Jason,1,Camila Albuquerque,0,3,36,18,116,95,0,0,1,UFC Fight Night: Belfort vs. Gastelum,L
1,2,2,4,"March 11, 2017",13,35,246,31,35,44,71,0,1,1,"Fortaleza, Ceara, Brazil",Decision,Jeremy Kennedy,1,Camila Albuquerque,0,3,74,46,143,105,0,8,9,UFC Fight Night: Belfort vs. Gastelum,W
4,4,1,3,"March 11, 2017",5,11,247,0,0,2,10,0,0,0,"Fortaleza, Ceara, Brazil",KO/TKO,Garreth McLellan,0,Osiris Maia,0,1,14,6,14,6,0,0,1,UFC Fight Night: Belfort vs. Gastelum,L
3,3,0,0,"March 11, 2017",16,26,247,6,6,18,28,1,1,1,"Fortaleza, Ceara, Brazil",KO/TKO,Paulo Borrachinha,0,Osiris Maia,0,1,32,22,33,23,0,0,0,UFC Fight Night: Belfort vs. Gastelum,W
20,30,5,12,"March 04, 2017",30,92,248,19,21,28,89,1,6,6,"Las Vegas, Nevada, USA",Decision,Tyron Woodley,1,John McCarthy,0,5,125,54,141,70,0,1,2,UFC 209: Woodley vs. Thompson 2,W
17,24,1,2,"March 04, 2017",52,144,248,0,0,30,115,0,6,7,"Las Vegas, Nevada, USA",Decision,Stephen Thompson,0,John McCarthy,0,5,146,53,159,66,0,0,0,UFC 209: Woodley vs. Thompson 2,L
15,24,9,14,"March 04, 2017",67,127,249,0,0,36,89,0,25,28,"Las Vegas, Nevada, USA",Decision,Lando Vannata,0,Herb Dean,0,3,141,76,144,79,0,1,1,UFC 209: Woodley vs. Thompson 2,L
21,34,17,27,"March 04, 2017",73,165,249,0,0,46,131,0,23,27,"Las Vegas, Nevada, USA",Decision,David Teymur,0,Herb Dean,0,3,192,90,197,95,0,2,7,UFC 209: Woodley vs. Thompson 2,W
10,12,8,12,"March 04, 2017",45,126,250,0,0,43,126,0,0,0,"Las Vegas, Nevada, USA",Decision,Rashad Evans,0,John McCarthy,0,3,138,53,150,62,0,1,4,UFC 209: Woodley vs. Thompson 2,L
4,8,16,24,"March 04, 2017",58,169,250,0,0,64,179,0,6,6,"Las Vegas, Nevada, USA",Decision,Daniel Kelly,0,John McCarthy,0,3,193,74,215,92,0,0,8,UFC 209: Woodley vs. Thompson 2,W
1,1,0,0,"March 04, 2017",7,27,251,0,1,6,27,0,0,0,"Las Vegas, Nevada, USA",Submission,Amanda Cooper,0,Herb Dean,0,1,28,7,29,8,0,0,1,UFC 209: Woodley vs. Thompson 2,L
6,7,0,0,"March 04, 2017",13,26,251,0,0,3,15,0,4,4,"Las Vegas, Nevada, USA",Submission,Cynthia Calvillo,2,Herb Dean,0,1,26,13,29,15,3,1,1,UFC 209: Woodley vs. Thompson 2,W
30,35,23,25,"March 04, 2017",32,45,252,0,0,11,20,1,14,15,"Las Vegas, Nevada, USA",KO/TKO,Alistair Overeem,0,Marc Goddard,0,3,70,55,76,59,0,0,1,UFC 209: Woodley vs. Thompson 2,W
5,6,9,11,"March 04, 2017",12,40,252,0,0,12,39,0,4,6,"Las Vegas, Nevada, USA",KO/TKO,Mark Hunt,0,Marc Goddard,0,3,51,21,59,27,0,0,0,UFC 209: Woodley vs. Thompson 2,L
9,9,20,21,"March 04, 2017",11,25,253,19,20,41,57,0,0,0,"Las Vegas, Nevada, USA",KO/TKO,Marcin Tybura,3,Herb Dean,0,3,66,50,174,144,0,1,2,UFC 209: Woodley vs. Thompson 2,W
5,5,13,17,"March 04, 2017",1,8,253,0,0,7,17,0,2,3,"Las Vegas, Nevada, USA",KO/TKO,Luis Henrique,1,Herb Dean,0,3,25,14,78,59,1,3,11,UFC 209: Woodley vs. Thompson 2,L
4,5,7,8,"March 04, 2017",17,48,254,36,42,55,91,0,1,2,"Las Vegas, Nevada, USA",KO/TKO,Mirsad Bektic,8,Chris Tognoni,0,3,98,60,196,146,0,4,10,UFC 209: Woodley vs. Thompson 2,L
10,10,10,11,"March 04, 2017",6,36,254,12,12,14,45,1,4,4,"Las Vegas, Nevada, USA",KO/TKO,Darren Elkins,0,Chris Tognoni,1,3,59,28,109,72,1,0,1,UFC 209: Woodley vs. Thompson 2,W
5,10,1,1,"March 04, 2017",19,71,255,3,3,12,59,0,6,6,"Las Vegas, Nevada, USA",Submission,Iuri Alcantara,0,Marc Goddard,0,2,75,23,79,27,1,1,2,UFC 209: Woodley vs. Thompson 2,W
4,7,4,6,"March 04, 2017",15,47,255,75,81,90,127,0,0,0,"Las Vegas, Nevada, USA",Submission,Luke Sanders,0,Marc Goddard,0,2,134,94,182,134,0,1,2,UFC 209: Woodley vs. Thompson 2,L
29,40,18,25,"March 04, 2017",74,142,256,0,0,50,111,0,13,16,"Las Vegas, Nevada, USA",Decision,Mark Godbeer,0,Chris Tognoni,0,3,167,92,176,100,0,0,0,UFC 209: Woodley vs. Thompson 2,W
13,16,8,13,"March 04, 2017",43,123,256,0,0,33,113,0,5,7,"Las Vegas, Nevada, USA",Decision,Daniel Spitz,0,Chris Tognoni,0,3,136,51,160,74,0,1,2,UFC 209: Woodley vs. Thompson 2,L
3,4,8,15,"March 04, 2017",4,9,257,11,11,18,28,1,2,3,"Las Vegas, Nevada, USA",KO/TKO,Tyson Pedro,1,Marc Goddard,0,1,35,23,46,34,0,0,0,UFC 209: Woodley vs. Thompson 2,W
7,8,8,8,"March 04, 2017",4,16,257,0,0,2,13,0,3,3,"Las Vegas, Nevada, USA",KO/TKO,Paul Craig,0,Marc Goddard,0,1,24,12,47,29,0,0,3,UFC 209: Woodley vs. Thompson 2,L
2,2,3,4,"March 04, 2017",47,122,258,6,6,34,103,0,20,27,"Las Vegas, Nevada, USA",Decision,Albert Morales,1,Chris Tognoni,0,3,132,56,172,79,0,1,3,UFC 209: Woodley vs. Thompson 2,W
14,25,2,3,"March 04, 2017",34,103,258,10,10,25,81,0,7,10,"Las Vegas, Nevada, USA",Decision,Andre Soukhamthath,2,Chris Tognoni,0,3,116,46,148,73,0,0,1,UFC 209: Woodley vs. Thompson 2,L
