title,link,date,location
UFC Fight Night: Mendes vs Lamas,http://www.fightmetric.com/fight-details/cc7afab68363e076,"April 04, 2015","Fairfax, Virginia, USA"
UFC Fight Night: Mendes vs Lamas,http://www.fightmetric.com/fight-details/0c25bb24dbb63655,"April 04, 2015","Fairfax, Virginia, USA"
UFC Fight Night: Mendes vs Lamas,http://www.fightmetric.com/fight-details/12c600dc64edb403,"April 04, 2015","Fairfax, Virginia, USA"
UFC Fight Night: Mendes vs Lamas,http://www.fightmetric.com/fight-details/8cf571afc2618df4,"April 04, 2015","Fairfax, Virginia, USA"
UFC Fight Night: Mendes vs Lamas,http://www.fightmetric.com/fight-details/85dcf9425d3c4e56,"April 04, 2015","Fairfax, Virginia, USA"
UFC Fight Night: Mendes vs Lamas,http://www.fightmetric.com/fight-details/f9373ab59b7a853b,"April 04, 2015","Fairfax, Virginia, USA"
UFC Fight Night: Mendes vs Lamas,http://www.fightmetric.com/fight-details/3845a6838fe00265,"April 04, 2015","Fairfax, Virginia, USA"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/bc096e8ae14582ec,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/1641d396e409a350,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/0eac602503b48b1a,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/fe5427398fd9d9dc,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/55c6d02e838dc60f,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/9150344ed35f355d,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/22a243c5fba0fb46,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/7259a1046143e632,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/b068a4ee6d842606,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/632f6960544caa3c,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/0c299ce3719d9ea2,"March 21, 2015","Rio de Janeiro, Brazil"
UFC Fight Night: Maia vs LaFlare,http://www.fightmetric.com/fight-details/c3ba8f1a4ddc0dc3,"March 21, 2015","Rio de Janeiro, Brazil"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/39e6cba2480c6d82,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/bd52e19f2fbefdde,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/66aa57912b5c5170,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/7685da6f627bd98f,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/6b07c3a9a95493cf,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/0337fa731f5b02c1,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/27e421b97bf57d3d,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/d61a7b593218234b,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/0027e179b743c86c,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/875304f54becda0e,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/d4d6c5ff6bef93ce,"March 14, 2015","Dallas, Texas, USA"
UFC 185: Pettis vs Dos Anjos,http://www.fightmetric.com/fight-details/1cde536c460b1a0e,"March 14, 2015","Dallas, Texas, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/e083c7ae1548e08a,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/31e62d34abc3a762,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/618b581f14a37e06,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/9f4bc2063685211c,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/ffea776913451b6d,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/fe49ef11584415d0,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/28255055879685bc,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/203b3098d892c3b1,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/f3e1c02ce14bccfe,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/adc1038ed2e76391,"February 28, 2015","Los Angeles, California, USA"
UFC 184: Rousey vs Zingano,http://www.fightmetric.com/fight-details/5c827dd56a08f700,"February 28, 2015","Los Angeles, California, USA"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/223f9a750428e1d0,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/d785f22c4cc99a3d,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/1574bb7476c9e556,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/4228886e94a25a63,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/c7cbf6b47051fa7d,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/82e713f037e37fe9,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/76726a66840ccfa4,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/ec659c4e19f62700,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/a7ff11c5dfe65e86,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/10cff9ac7ce89c28,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Bigfoot vs Mir,http://www.fightmetric.com/fight-details/b6a609806d44659f,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/fb5ce6329f243d8b,"February 14, 2015","Broomfield, Colorado, USA"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/509bd83b00e4ab7c,"February 14, 2015","Broomfield, Colorado, USA"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/0bdb170e1fef36b6,"February 14, 2015","Broomfield, Colorado, USA"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/60820d105e57d5d6,"February 14, 2015","Broomfield, Colorado, USA"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/dcee56e0cbfacb45,"February 14, 2015","Broomfield, Colorado, USA"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/1a3572d1502efdf4,"February 14, 2015","Broomfield, Colorado, USA"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/a4badfa86304f799,"February 14, 2015","Broomfield, Colorado, USA"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/b91807add93763c9,"February 14, 2015","Broomfield, Colorado, USA"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/93ac52a9fdca03e1,"February 14, 2015","Broomfield, Colorado, USA"
UFC Fight Night: Henderson vs Thatch,http://www.fightmetric.com/fight-details/357781ff34a3d39f,"February 14, 2015","Broomfield, Colorado, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/f4e490d25bd62d39,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/d52a5d085bfa569b,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/cbb4673397b5e96f,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/776a8a645868f616,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/0a2f344e419bd4fd,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/7fa227a1c5ef2238,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/b347480405118de5,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/c699c0e56664ff11,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/fa537adfb4a7b719,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/5b0ebb843af7465e,"January 31, 2015","Las Vegas, Nevada, USA"
UFC 183: Silva vs Diaz,http://www.fightmetric.com/fight-details/6451724f8a836167,"January 31, 2015","Las Vegas, Nevada, USA"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/f47a32ec7dfda660,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/c910d2fe570b368a,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/c3544bce29be1281,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/eb0775cf8ee7a4e6,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/eab6e19a2a2a67f0,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/c565bf49fce2a4cd,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/9c1d4f57a997a490,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/b2398418be9a3442,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/ee65977baeca3c85,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/c740ceb0427b6317,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/96f09d5db68951ef,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: Gustafsson vs Johnson,http://www.fightmetric.com/fight-details/f88fefd5df0ba06c,"January 24, 2015","Stockholm, Sweden"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/3d468536e8904b93,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/93569f4876c20488,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/837a7a922066b214,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/293919e355b362b1,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/6359bba789ce28ae,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/90e5169190971647,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/cf38ced734978fb8,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/2d24929eaadf0351,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/53d2d2de5c4cccf2,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/85e57ad2b3831621,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/4d3cd5ecf4276c92,"January 18, 2015","Boston, Massachusetts, USA"
UFC Fight Night: McGregor vs Siver,http://www.fightmetric.com/fight-details/a4a78ec539238a5f,"January 18, 2015","Boston, Massachusetts, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/57385188587c83b9,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/f4d91498ca3f0a1f,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/b2cda211e0e72811,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/f81cd5b3903bccf8,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/f3100979573e2895,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/cee94cd937bf64f2,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/22e7485bceb841af,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/c0ca05832f518fef,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/b10a94377bce3e22,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/e4a9c93ff23eb5bb,"January 03, 2015","Las Vegas, Nevada, USA"
UFC 182: Jones vs Cormier,http://www.fightmetric.com/fight-details/e0f49380b9d31de0,"January 03, 2015","Las Vegas, Nevada, USA"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/b57aaf04af8bdd34,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/53e818dd5abdf787,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/e17c7b239e8d6c32,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/8040697ea2f36dbd,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/647f6d2b9b784222,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/317e6940e8bf5290,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/d92abff61b0ff5db,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/c26a094aa7ce817e,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/9f5c84d05107f42b,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/fb4bce82541b4061,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/b9893ab3bed62e60,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Machida vs Dollaway,http://www.fightmetric.com/fight-details/8a6ecf3dc2b17c19,"December 20, 2014","Barueri, Sao Paulo, Brazil"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/2ab2753040f455e0,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/d4bfe75b61d2cbc6,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/002921976d27b7da,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/5a346087f4120fa3,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/70d69cf33984d7d1,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/64f5c4f3f3d8ad2c,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/1cf53a0b9db52ac6,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/deaeb2383bbd32bf,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/7ab72866ff2a6a7e,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/a4816be2c49e3942,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/383f0de18e7ab9c5,"December 13, 2014","Phoenix, Arizona, USA"
UFC Fight Night: Dos Santos vs Miocic,http://www.fightmetric.com/fight-details/1b23096378482313,"December 13, 2014","Phoenix, Arizona, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/73c70a628f0ef14b,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/18ba44e67d5c5f38,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/da3210cd829fceb7,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/d417609ea9670fb3,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/fa2bed87e5d6c568,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/e1cfe75b3a8fe709,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/54afe8c42e2062d6,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/b079f3d5ad290afb,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/ed3222701a8c0521,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/a2c28daf0be59fa7,"December 12, 2014","Las Vegas, Nevada, USA"
The Ultimate Fighter 20 Finale,http://www.fightmetric.com/fight-details/d643fc29c147d33c,"December 12, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/44fc830a664ed611,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/93b7ae1e0f79d100,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/9b1e3d99fffb9c10,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/58112f9fc0058e68,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/7e8f4240725316a4,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/c5ae278a05b73db9,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/acc987adeab45bfc,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/60030b35e276d338,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/802eba82d2b6113e,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/2417f4130d707978,"December 06, 2014","Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://www.fightmetric.com/fight-details/bf1a7590c455bc7b,"December 06, 2014","Las Vegas, Nevada, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/8f9cfe0e283a6ccb,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/2f93de8b39ec4625,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/033d968f325842e7,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/2ff14dfede1d02dd,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/079308cc2efa2e5d,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/a2bd4c46f89f19ae,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/171af1114dbfc29d,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/55e9ea18b8a72b2e,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/e947baa4cad609d0,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/56a0f335ef05c825,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/e7859b4e70d4a9c1,"November 22, 2014","Austin, Texas, USA"
UFC Fight Night: Edgar vs Swanson,http://www.fightmetric.com/fight-details/1a637fbda4bdf575,"November 22, 2014","Austin, Texas, USA"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/03a200326e56d597,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/12eec1df1fd078a2,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/7228398a1ab12183,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/925f745c03ebd638,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/1e1a09bbedf7781d,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/9e47b2a66d0e9315,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/7a440fcd8048b091,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/07f9fc40f1e6aa87,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/4087bb7b3b1b9e24,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/a788042d4d0c50d4,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC 180: Werdum vs Hunt,http://www.fightmetric.com/fight-details/22f52e3b614e0d8a,"November 15, 2014","Mexico City, Distrito Federal, Mexico"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/e8907b881151b79d,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/cbe954d004415b51,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/a3480aa7bdc63c11,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/fadb129e71d8fc22,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/db9f8144b50227f2,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/7826c23386a1e09a,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/208674403b0936d4,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/207f105716df54f9,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/49b05e23e3a2af13,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night 56: Shogun vs Saint Preux,http://www.fightmetric.com/fight-details/cccb99dd4ec5c2d6,"November 08, 2014","Uberlandia, Minas Gerais, Brazil"
UFC Fight Night: Rockhold vs Bisping,http://www.fightmetric.com/fight-details/3d741cee0dffe165,"November 07, 2014","Sydney, New South Wales, Australia"
UFC Fight Night: Rockhold vs Bisping,http://www.fightmetric.com/fight-details/73954f3895cac499,"November 07, 2014","Sydney, New South Wales, Australia"
UFC Fight Night: Rockhold vs Bisping,http://www.fightmetric.com/fight-details/13c4251fb451f440,"November 07, 2014","Sydney, New South Wales, Australia"
